category,category_id,class_number,comment,post_id,post_name,title,youtube
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,נציג ונסביר צורות ותכונות של מנסרות שונות וביניהן: תיבה וקוביה,2497,כיתה-יא-802-הנדסת-המרחב-שיעור-02-מנסרות-שונו,כיתה יא 802 - הנדסת המרחב - שיעור 02 - מנסרות שונות,http://www.youtube.com/watch?v=NfsUpg_LZfY
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"נדגים בעזרת אנימציה כיצד מישור חותך מנסרה משולשת,  בעלת בסיס שצורתו משולש שווה צלעות,  כל פעם בצלע, בקודקוד ובפאה שונה ומהו ישר החיתוך.",2499,כיתה-יא-802-הנדסת-המרחב-שיעור-03-מישור-חותך,כיתה יא 802 - הנדסת המרחב - שיעור 03 - מישור חותך מנסרה משולשת,http://www.youtube.com/watch?v=bFewiFIoeZk
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"נתונה קוביה.  מישור חותך את הקוביה, דרך מקצוע הבסיס העליון אל המקצוע הנגדי לו, של הבסיס התחתון. מתקבלות 2 מנסרות משולשות. מישור בצורת משולש חותך את אחת המנסרות,  מאחד הקודקודים של הבסיס העליון עובר המישור אל המקצוע הנגדי של הבסיס התחתון. מתקבלת פירמידה ריבועית ישרה. נמצא את אורך מקצוע הפירמידה.",2550,כיתה-יא-הנדסת-המרחב-שיעור-04-הפיכת-קובי,כיתה יא - הנדסת המרחב - שיעור 04 - הפיכת קוביה לפירמידה,http://www.youtube.com/watch?v=4FUKQJUmpJk
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"סרטון אנימציה על מציאת אלכסון מנסרה משולשת,  המראה דרך לפתרון  הבעיה על ידי שימוש במשפט פיתגורס במשולשים ישרי זווית.",2552,כיתה-יא-הנדסת-המרחב-שיעור-05-אלכסון-במנ,כיתה יא - הנדסת המרחב - שיעור 05 - אלכסון במנסרה משולשת,http://www.youtube.com/watch?v=MJFbNvaRxgY
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,סרטון אנימציה המראה כיצד לחשב את אלכסון התיבה AD על ידי שימוש במשפט פיתגורס במשולש ישר זווית ABC שנמצא בבסיס המלבני התחתון של התיבה; היתר AC משמש כניצב במשולש ACD שבו היתר הינו אלכסון התיבה - AD,2554,כיתה-יא-הנדסת-המרחב-שיעור-06-אלכסון-התי,כיתה יא - הנדסת המרחב - שיעור 06 - אלכסון התיבה,http://www.youtube.com/watch?v=2xWgf3RERaw
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"נחשב את אורך אלכסון הבסיס,  שהוא היתר במשולש ישר זווית  כאשר הזווית הישרה היא אחת מזוויות המלבן.  לצורך החישוב נשתמש במשפט פיתגורס: סכום ריבועי הניצבים שווה לריבוע היתר.  נחשב את גובה התיבה – המקצועות הצדדים של פאות התיבה שווים ביניהם ונקראים גם גבהים של התיבה. נחשב את שטח הפנים = שטחי הבסיסים + שטח המעטפת. שטח המעטפת = היקף הבסיס* גובה התיבה.",2578,כיתה-יא-הנדסת-המרחב-שיעור-07-תיבה-מלבני,כיתה יא - הנדסת המרחב - שיעור 07 - תיבה מלבנית,http://www.youtube.com/watch?v=pSLOPesr1Rk
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"לצורך חישוב אלכסון הבסיס העליון של התיבה שבסיסה ריבוע, נשתמש בנוסחאות ובמשפטים הבאים: משפט פיתגורס – סכום ריבועי הניצבים שווה לריבוע היתר. בסיסי התיבה – הבסיס העליון והבסיס התחתון שווים ומקבילים. במשולש ש''ש – הגובה הוא גם תיכון לבסיס וגם חוצה זווית הראש. בריבוע – כל אחת מזוויותיו שווה ל – 90 מעלות. כל צלעותיו שוות ומקבילות זו לזו. אלכסוניו שווים זה לזה.",2581,כיתה-יא-הנדסת-המרחב-שיעור-08-תיבה-ריבוע,כיתה יא - הנדסת המרחב - שיעור 08 - תיבה ריבועית,http://www.youtube.com/watch?v=0VZuVBBENHY
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"נראה כיצד אוסף של נקודות במרחב הופכות למישור  ואוסף של מישורים הופך לגוף הנדסי תלת מימדי. נסביר על בסיסי הקובייה ואלכסוניהם, על פיאות הקובייה ואלכסוניהם, על אלכסוני הקובייה, על גובה הקובייה, על זווית הנוצרת בין אלכסון הקובייה והבסיס התחתון.",2894,כיתה-יא-802-שיעור-01-הנדסת-המרחב-הסבר,כיתה יא 802 - הנדסת המרחב - שיעור 01 - הסבר,http://www.youtube.com/watch?v=Zeb0H53EVk4
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,נפתור את השאלה ונשתמש במשפטים אלה: משפט פיתגורס – סכום ריבועי הניצבים שווה לריבוע היתר. גובה המנסרה – המקצועות הצדדים של פאות המנסרה שווים ביניהם ונקראים גם גבהים של המנסרה. בסיסי המנסרה – הבסיס העליון והבסיס התחתון שווים ומקבילים. נפח – שטח הבסיס* הגובה. במשולש ש''ש – הגובה לבסיס הוא גם תיכון לבסיס וגם חוצה זווית הראש.,2583,כיתה-יא-802-הנדסת-המרחב-שיעור-09-מנסרה-משול,כיתה יא 802 - הנדסת המרחב - שיעור 09 - מנסרה משולשת,http://www.youtube.com/watch?v=mXZdng2vdmg
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,נפתור את התרגיל עם שימוש במשפט פיתגורס למשולש ישר זווית שבו היתר הוא אלכסון הבסיס.,2585,כיתה-יא-802-הנדסת-המרחב-שיעור-10-אלכסון-הבס,כיתה יא 802 - הנדסת המרחב - שיעור 10 - אלכסון הבסיס בפירמידה,http://www.youtube.com/watch?v=hlU32LO9CWs
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"נראה סרטון אנימציה של חישוב גובה בפירמידה.  האנך - הגובה המורד מקודקוד הפירמידה אל בסיסה,  מאונך לכל ישר העובר דרך עקבו.  במקרה שלנו זוהי נקודת החיתוך של אלכסוני הפירמידה. נחשב את אלכסון הבסיס הריבועי על ידי שימוש במשפט פיתגורס - סכום ריבועי הניצבים שווה לריבוע היתר -  וזה יעזור לנו לחשב את הגובה של הפירמידה.",2587,כיתה-יא-שיעור-11-הנדסת-המרחב-גובה-לבסיס,כיתה יא - שיעור 11 - הנדסת המרחב - גובה לבסיס הפירמידה,http://www.youtube.com/watch?v=9AF3GR0W5Po
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"נראה כיצד מחשבים את הזווית בין מקצוע הפירמידה לבסיסה.  מקודקוד הפירמידה נוריד גובה - אנך לבסיסה,  נעביר את אלכסון הבסיס העובר דרך עקב הגובה ומאונך אליו. הזווית שנוצרת בין אלכסון הבסיס ובין מקצוע הפירמידה,  היא הזווית המבוקשת.  נתונים לנו: אלכסון הבסיס, הגובה של הפירמידה, ומקצועה. בעזרת נוסחת קוסינוס הזווית המבוקשת,  נחשב את הזווית - קוסינוס של זווית שווה לצלע שליד הזווית חלקי היתר.",2590,כיתה-יא-שיעור-12-הנדסת-המרחב-זווית-בין-מ,כיתה יא - שיעור 12 - הנדסת המרחב - זווית בין מקצוע הפירמידה לבסיסה,http://www.youtube.com/watch?v=Jic6NSVQigA
802 - 3 יחידות - הנדסת המרחב,ch-030-analytic-geometry-yod-alef-3units-802,,"לצורך פתרון התרגיל, נשתמש במשפטים הבאים: אנך למישור – ישר המאונך לכל הישרים במישור, העוברים דרך עקבו. עקב – נקודת החיתוך של הישר עם המישור. גובה הפירמידה – אנך לבסיס הפירמידה בנקודת המפגש של אלכסוני הבסיס. משפט פיתגורס – במשולש ישר זווית, סכום ריבועי הניצבים שווה לריבוע היתר. במלבן –  •	כל הזוויות ישרות.  •	כל זוג צלעות נגדיות שוות ומקבילות.  •	אלכסוניו שווים וחוצים זה את זה.",2598,כיתה-יא-שיעור-13-הנדסת-המרחב-פירמידה-מר,כיתה יא - שיעור 13 - הנדסת המרחב - פירמידה מרובעת וישרה,http://www.youtube.com/watch?v=6J74kQIGcF8
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,"נפתור שאלה מילולית כללית, שבה נציב נעלמים x ו- y במשוואות שונות  וכך נקבל מערכת של משוואות עם 2 נעלמים. נפתור את המערכת בשיטת ההצבה.",2612,כיתה-י-801-שיעור-01-מבחן-תשעב-אלגברה,כיתה י 801 - שיעור 01 - מבחן תשע''ב - אלגברה,http://www.youtube.com/watch?v=XFrDF2Jhpkw
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,נענה על שאלה בנושא נוסחה של טמפרטורה שנתונה במעלות פרנהייט ונהפוך אותה למעלות צלסיוס,2614,כיתה-י-801-שיעור-02-מבחן-תשעב-שינוי-נושא-נו,כיתה י 801 - שיעור 02 - מבחן תשע''ב - שינוי נושא נוסחה,http://www.youtube.com/watch?v=-lv_OCItA9s
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,"נענה על שאלת התמצאות והבנה בייצוג גרפים. הנושא: דופק רגיל, מירבי ואזור המטרה. ציר ה-x מייצג את הגיל, ציר ה - y מייצג את מספר הפעימות בדקה, והצלבת הנתונים של 2 הצירים, נותנת מידע לגבי מצב האדם הנבדק.",2616,כיתה-י-801-שיעור-03-מבחן-תשעב-גרפים,כיתה י 801 - שיעור 03 - מבחן תשע''ב - גרפים,http://www.youtube.com/watch?v=4JwjlEa05Gc
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,"נפתור שאלה בנושא מהירות משאית. ציר ה - x מייצג את הזמן שחלף ציר ה - y מייצג את המרחק מתל אביב הצטלבות המידע הנתון, נותן לנו את המהירות המבוקשת.",2618,כיתה-י-801-שיעור-04-מבחן-תשעב-המשך-קריאת-גר,כיתה י 801 - שיעור 04 - מבחן תשע''ב - המשך קריאת גרפים,http://www.youtube.com/watch?v=0ppfZAQ9Pys
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,"סדרה חשבונית – היא סדרה שבה ההפרש )  (d בין כל 2 איברים סמוכים ( (a2-a1 הוא גודל קבוע. a1 – ערך האיבר הראשון בסדרה n – מיקום האיבר בסדרה an - האיבר הכללי בסדרה d – הפרש הסדרה,  יכול להיות חיובי כאשר הסדרה עולה ושלילי כאשר הסדרה יורדת. לפנינו סדרה חשבונית יורדת ולה הפרש שלילי.",2625,כיתה-י-801-שיעור-05-מבחן-תשעב-סדרה-חשבונית,כיתה י 801 - שיעור 05 - מבחן תשע''ב - סדרה חשבונית,http://www.youtube.com/watch?v=BxHJeUtGmrg
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,"נמצא את נקודת האמצע של קטע שקצותיו נתונות, לפי נוסחה. נבדוק האם נקודה נתונה נמצאת על הישר שהוא תיכון לצלע במשולש. נמצא את משוואת התיכון לצלע המשולש בדרך הבאה: נמצא את שיפוע הישר, ונציב אותו במשוואה הכללית של ישר.",2627,כיתה-י-801-שיעור-06-א-מבחן-תשעב-גיאומטריה-א,כיתה י 801 - שיעור 06 א - מבחן תשע''ב - גיאומטריה אנליטית,http://www.youtube.com/watch?v=4-dNJDtEm2s
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,"נציב את ערכי הנקודה הנתונה במשוואת הישר ונמצא שהוא אכן עובר דרכה. כמו כן נמצא את שטח משולש ישר הזווית,  על ידי חישוב הניצבים שלו והכפלתם זה בזה  וחלוקתם לשניים.",2630,כיתה-י-801-שיעור-06-ב-מבחן-תשעב-גיאומטריה-א,כיתה י 801 - שיעור 06 ב - מבחן תשע''ב - גיאומטריה אנליטית,http://www.youtube.com/watch?v=EDClujSvxGM
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,"נפתור את התרגיל בעזרת המשפטים הבאים : מעויין – מקבילית שצלעותיה שוות.  זוויות נגדיות שוות זו לזו .  האלכסונים מאונכים זה לזה, חוצים זה את זה וחוצים את זוויותיו. היקף המעוין – 4 * צלע המעוין. משפט פיתגורס – במשולש ישר זווית: סכום ריבועי הניצבים שווה לריבוע היתר",2632,כיתה-י-801-שיעור-07-מבחן-תשעב-טריגונומטרי,כיתה י 801 - שיעור 07 - מבחן תשע''ב - טריגונומטריה,http://www.youtube.com/watch?v=-9j3TPvgOy8
801 - 3 יחידות - מבחנים,ch-050-tests-3units-yod-801,,"נפתור תרגיל שכולל את הנושאים הבאים: יחס בין מספר הבנים לבנות ומתוך זה נלמד כיצד לפתור שאלת יחס. הגובה הממוצע  של הבנים שווה לסכום גבהי הבנים חלקי מספר הבנים, כנ''ל לגבי הבנות. נמצא את ממוצע הגבהים של כל התלמידים השווה לסכום הגבהים של הבנים והבנות חלקי מספר כל התלמידים.",2636,כיתה-י-801-שיעור-08-מבחן-תשעב-סטטיסטיקה,כיתה י 801 - שיעור 08 - מבחן תשע''ב - סטטיסטיקה,http://www.youtube.com/watch?v=iop1BRwRxCU
802 - 3 יחידות - מבחנים,ch-040-tests-algebra-yod-alef-802,,נפתור תרגיל ממבחן בגרות חורף 2012. כדי למצוא את נקודות החיתוך של גרף הפרבולה ההפוכה  עם ציר x נציב y = 0 המשוואה. כדי למצוא את קודקוד הפרבולה נשתמש בנוסחת הקודקוד. נמצא את שטח המשולש המבוקש  על ידי שימוש בנוסחת שטח משולש ישר זווית  השווה למחצית מכפלת הניצבים.,2638,כיתה-יא-802-שיעור-01-מבחן-תשעב-אלגברה,כיתה יא 802 - שיעור 01 - מבחן תשע''ב - אלגברה,http://www.youtube.com/watch?v=EmG7H0QuK5s
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,"נפתור שאלה ממבחן בגרות  ונשתמש במונחים הבאים: טבלת שכיחות -  בטבלה זו יהיו בד""כ שתי שורות, האחת שורת הנתונים ובשניה השכיחויות. שכיחויות- המספרים שמראים כמה פעמים מופיע כל אחד מהנתונים בטבלה. ( הנתונים סכום)/(הנתונים מספר) = ממוצע הסתברות – הסיכוי לקבל תוצאה מסויימת . (המשתנה של השכיחות)/(השכיחויות כל סכום) = שכיחות יחסית(הסתברות)  הסתברות – הסיכוי לקבל תוצאה מסויימת . (המשתנה של השכיחות)/(השכיחויות כל סכום) = שכיחות יחסית(הסתברות)",2648,כיתה-יא-802-שיעור-35-ממוצע-והסתברות-פועלים,כיתה יא 802 - שיעור 35 - ממוצע והסתברות - פועלים ושכר,http://www.youtube.com/watch?v=psFDMnb_1DE
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,נפתור שאלה בנושא הסתברות הופעת אותיות על פאות קובייה ונשתמש בנוסחת ההסתברות: (המשתנה של השכיחות)/(השכיחויות כל סכום) = שכיחות יחסית(הסתברות),2650,כיתה-יא-802-שיעור-36-הסתברות-קובייה,כיתה יא 802 - שיעור 36 - הסתברות - קובייה,http://www.youtube.com/watch?v=pya4odRjjAc
802 - 3 יחידות - מבחנים,ch-040-tests-algebra-yod-alef-802,,נפתור תרגיל עם המונחים הבאים: M0 – כמות/סכום התחלתי/ת בזמן אפס. t -  תקופת התהליך במספר יחידות זמן. Mt - כמות/סכום סופי/ת אחרי t יחידות זמן. q –  שיעור הגדילה/הדעיכה ליחידת זמן. n – אחוז בו גדלה/קטנה הכמות ההתחלתית. ונשתמש בנוסחה: Mt = M0*q^t,2652,כיתה-יא-802-שיעור-02-מבחן-תשעב-גדילה-ודעיכ,כיתה יא 802 - שיעור 02 - מבחן תשע''ב - גדילה ודעיכה,http://www.youtube.com/watch?v=KkX-cTMAYz0
802 - 3 יחידות - מבחנים,ch-040-tests-algebra-yod-alef-802,,נרשום את 6 האיברים הראשונים בסדרה: נתון האיבר הראשון בסדרה וכן הפרש הסדרה ששווה להפרש האיבר הראשון מהאיבר השני. את סכום האיברים נחשב עם שימוש בנוסחה הנתונה.,2654,כיתה-יא-802-שיעור-03-מבחן-תשעב-סדרה-חשבוני,כיתה יא 802 - שיעור 03 - מבחן תשע''ב - סדרה חשבונית,http://www.youtube.com/watch?v=CpFiSuvH4PQ
802 - 3 יחידות - מבחנים,ch-040-tests-algebra-yod-alef-802,,"נפתור את השאלה על ידי שימוש ב: משפט פיתגורס למציאת אורך אלכסון בסיס הפירמידה. טנגנס הזווית הנוצרת בין אלכסון הפירמידה ומיקצועה. קוסינוס אותה זווית, למציאת אורך המקצוע של הפירמידה.",2657,כיתה-יא-802-שיעור-04-מבחן-תשעב-פירמידה,כיתה יא 802 - שיעור 04 - מבחן תשע''ב - פירמידה,http://www.youtube.com/watch?v=DLRThrIF9GE
802 - 3 יחידות - מבחנים,ch-040-tests-algebra-yod-alef-802,,"לצורך פתרון השאלה נשתמש ב : טנגנס הזווית בעלת 75 מעלות, טנגנס הזווית 38 מעלות.",2659,כיתה-יא-802-שיעור-05-מבחן-תשעב-טריגונומטר,כיתה יא 802 - שיעור 05 - מבחן תשע''ב - טריגונומטריה,http://www.youtube.com/watch?v=-j5-l1Emdkk
802 - 3 יחידות - מבחנים,ch-040-tests-algebra-yod-alef-802,,"לפתרון התרגיל נשתמש במונחים ובנוסחאות הבאות: טבלת שכיחות -  בטבלה זו יהיו בד""כ שתי שורות, האחת שורת הנתונים ובשניה השכיחויות. שכיחויות- המספרים שמראים כמה פעמים מופיע כל אחד מהנתונים בטבלה. הסתברות – הסיכוי לקבל תוצאה מסויימת . ( הנתונים סכום)/(הנתונים מספר) = ממוצע (המשתנה של השכיחות)/(השכיחויות כל סכום) = שכיחות יחסית",2661,כיתה-יא-802-שיעור-06-מבחן-תשעב-הסתברות,כיתה יא 802 - שיעור 06 - מבחן תשע''ב - הסתברות,http://www.youtube.com/watch?v=qRn2pIciKIs
802 - 3 יחידות - מבחנים,ch-040-tests-algebra-yod-alef-802,,"לפתרון השאלה נשתמש במשפטים הבאים: •	לחישוב ההסתברות שמאורע אחד יקרה או שמאורע אחר יקרה, מחברים את ההסתברויות של כל מאורע בנפרד. •	מאורע משלים של אירוע x , הוא אירוע שבו x לא יקרה. •	לחישוב ההסתברות ש - 2 מאורעות יקרו בו זמנית, כופלים את ההסתברויות של כל מאורע בנפרד. •	ההסתברויות של כל הענפים היוצאים ממקום מסויים שווה לאחד.",2663,כיתה-יא-802-שיעור-07-מבחן-תשעב-הסתברות,כיתה יא 802 - שיעור 07 - מבחן תשע''ב - הסתברות,http://www.youtube.com/watch?v=_0zWkEzynPU
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,"נפתור שאלה על : הסתברות שנעמה - בת אחת -  תיבחר מתוך כל התלמידים המועמדים, כמו כן הסתברות שהילה תיבחר מכיתה אחרת שבה יש תנאי לבחור, אם המטבע יראה ""פנים"" , תבחר בת אחת מתוך כלל התלמידות,",2665,כיתה-יא-802-שיעור-37-הסתברות-בחירת-מועמד,כיתה יא 802 - שיעור 37 - הסתברות - בחירת מועמד,http://www.youtube.com/watch?v=KLK-DFedw08
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,"נפתור את השאלה בעזרת: דיאגרמת עץ, נסביר מהי תחנה התחלתית – הנקודה שבה מתחיל העץ. תחנה סופית – הנקודה שבה מסתיים העץ – תוצאה אפשרית בניסוי. •	לחישוב ההסתברות שמאורע אחד יקרה וגם מאורע אחר יקרה, כופלים את ההסתברויות של כל מאורע בנפרד. •	לחישוב ההסתברות שמאורע אחד יקרה או שמאורע אחר יקרה, מחברים את ההסתברויות של כל מאורע בנפרד. •	ההסתברויות של כל הענפים היוצאים מנקודה מסויימת שווה לאחד.",2667,כיתה-יא-802-שיעור-38-הסתברות-כדורים-בכד,כיתה יא 802 - שיעור 38 - הסתברות - כדורים בכד,http://www.youtube.com/watch?v=XvDTSlzKE-8
דפי תירגול עצמי בחשבון להורדה,ch-010-exercises-heshbon-alef,,,2674,כיתה-א-תירגול-חשבון,כיתה א -תירגול חיבור עד 10,
דפי תירגול עצמי בחשבון להורדה,ch-010-exercises-heshbon-alef,,,2685,כיתה-א-פתרון,כיתה א -  פתרונות לתרגילי חיבור עד 10,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-bet,,,2693,כיתה-ב-תרגילי-חיבור-עד-100,כיתה ב - תרגילי חיבור עד 100,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-bet,,,2696,כיתה-ב-שיעור-02-פתרונות-תרגילי-חיבור-עד-100,כיתה ב - פתרונות תרגילי חיבור עד 100,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-bet,,,2699,כיתה-ב-תרגילי-חיבור-מספרים-עד-1000,כיתה ב - תרגילי חיבור מספרים עד 1000,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-bet,,,2714,כיתה-ב-פתרונות-לחיבור-מספרים-עד-2,כיתה ב -  פתרונות לחיבור מספרים עד 1000,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-bet,,,2717,כיתה-ב-תרגילי-חיסור-מספרים-עד-100,כיתה ב -  תרגילי חיסור מספרים עד 100,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-bet,,,2720,כיתה-ב-פתרונות-לחיסור-מספרים-עד,פתרונות לתרגילי חיסור מספרים עד 100,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-gimel,,,2733,כיתה-ג-שיעור-תרגילי-חיסור-מספרים-עד-1000,כיתה ג - תרגילי חיסור מספרים עד 1000,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-gimel,,,2736,כיתה-ג-פתרונות-לתרגילי-חיסור-מס,כיתה ג - פתרונות לתרגילי חיסור מספרים עד 1000,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-gimel,,,2739,כיתה-ג-שיעור-תרגילי-חיבור-של-3-מספרים-ע,כיתה ג - תרגילי חיבור של 3 מספרים עד 1000,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-gimel,,,2742,כיתה-ג-פתרונות-לתרגילי-חיבור-של,כיתה ג - פתרונות לתרגילי חיבור של 3 מספרים עד 1000,
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,"לפתרון התרגיל נבנה דיאגרמת עץ מתאימה לנתוני השאלה.  •	לחישוב ההסתברות ש - 2 מאורעות בלתי תלויים ייקרו בו זמנית, כופלים את ההסתברויות של כל מאורע בנפרד. •	ההסתברויות של כל הענפים היוצאים ממקום מסויים שווה לאחד •	מאורע משלים של אירוע x , הוא אירוע שבו x לא יקרה. •	לחישוב ההסתברות שמאורע אחד יקרה או שמאורע אחר יקרה, מחברים את ההסתברויות של כל מאורע בנפרד.",2746,כיתה-יא-802-שיעור-40-הסתברות-3-מאורעות-הלתי-ת,כיתה יא 802 - שיעור 40 - הסתברות 3 מאורעות בלתי תלויים,http://www.youtube.com/watch?v=bY0ye4UtQBM
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,"נפתור את התרגיל עם הסבר על התפלגות נורמלית: הממוצע הוא הערך של המשתנה ש- 50% ממספר המשתנים גדולים בערכם ממנו  ו- 50% ממספר המשתנים קטנים בערכם ממנו. בהתפלגות נורמלית, החציון, השכיח והממוצע מתלכדים. השטח הכולל מתחת לעקומה מתאים לכלל האוכלוסיה ונחשב כ – 100%. המשתנים מסודרים בצורה סימטרית ביחס לציר, הקובע את מקום הממוצע. סטיית התקן – S – מודדת את מידת פיזור הנתונים משני צידי הממוצע.",2748,כיתה-יא-802-שיעור-41-התפלגות-נורמלית-הסבר,כיתה יא 802 - שיעור 41 - התפלגות נורמלית - הסבר,http://www.youtube.com/watch?v=eq_QOEvlIWs
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,נפתור את התרגיל על ידי כך שנחלק את המלבן הנתון באורך צלע הריבוע  על מנת לקבל את מספר הריבועים שנכנסים למלבן. נספור את מספר הריבועים במלבן ש-2 מצלעותיהם צבועות בסגול.,2750,כיתה-יא-802-שיעור-39-הסתברות-ריבועים-במסגר,כיתה יא 802 - שיעור 39 - הסתברות ריבועים במסגרת,http://www.youtube.com/watch?v=Uiz3mrNhRjU
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,"נפתור את השאלה עם שימוש ההגדרות הבאות: הממוצע הוא הערך של המשתנה ש- 50% ממספר המשתנים גדולים בערכם ממנו  ו- 50% ממספר המשתנים קטנים בערכם ממנו. בהתפלגות נורמלית, החציון, השכיח והממוצע מתלכדים. השטח הכולל מתחת לעקומה מתאים לכלל האוכלוסיה ונחשב כ – 100%. המשתנים מסודרים בצורה סימטרית ביחס לציר, הקובע את מקום הממוצע. סטיית התקן – S – מודדת את מידת פיזור הנתונים משני צידי הממוצע.",2758,כיתה-יא-802-שיעור-42-התפלגות-נורמלית-קבלה-ל,כיתה יא 802 - שיעור 42 - התפלגות נורמלית - קבלה לאוניברסיטה,http://www.youtube.com/watch?v=gvWskf5NZyg
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,"נשתמש בכללים הבאים: הממוצע הוא הערך של המשתנה ש- 50% ממספר המשתנים גדולים בערכם ממנו  ו- 50% ממספר המשתנים קטנים בערכם ממנו. בהתפלגות נורמלית, החציון, השכיח והממוצע מתלכדים. השטח הכולל מתחת לעקומה מתאים לכלל האוכלוסיה ונחשב כ – 100%. המשתנים מסודרים בצורה סימטרית ביחס לציר, הקובע את מקום הממוצע. סטיית התקן – S – מודדת את מידת פיזור הנתונים משני צידי הממוצע.",2760,כיתה-יא-802-שיעור-43-התפלגות-נורמלית-הצלחה,כיתה יא 802 - שיעור 43 - התפלגות נורמלית - הצלחה במבחן,http://www.youtube.com/watch?v=R6cirujgQyU
802 - 3 יחידות - אלגברה,ch-020-algebra-yod-alef-3units-802,,"נפתור את התרגיל על ידי שימוש בנתונים: נמצא שיש לנו 2 משוואות עם 2 נעלמים,  נפתור אותן ונקבל את סטיית התקן ואת הממוצע. יש להבין שהממוצע נמצא בדיוק באמצע גרף ההתפלגות הנורמלית. ולכן השטח מתחת לעקומה שנמצא על הציר האופקי, מימין לממוצע שווה ל- 50%.",2762,כיתה-יא-802-שיעור-44-התפלגות-נורמלית-תנובת,כיתה יא 802 - שיעור 44 - התפלגות נורמלית - תנובת הפרות,http://www.youtube.com/watch?v=BmZrRzhuaz4
802 - 3 יחידות - מבחנים,ch-040-tests-algebra-yod-alef-802,,"נמצא את סטיית התקן, לפי הנתונים. נמצא את ההסתברות של הביצים ששוקלות פחות מ-66 גרם, לפי פיזור הנתונים מצד ימין לממוצע.",2765,כיתה-יא-802-שיעור-08-מבחן-תשעב-התפלגות-נור,כיתה יא 802 - שיעור 08 - מבחן תשע''ב - התפלגות נורמלית,http://www.youtube.com/watch?v=9rEgpgScPVo
כללי,כללי,,,2767,מצגת-על-אני-10-שיפור-החינוך-בישראל,"מצגת על ""אני 10"" - שיפור החינוך בישראל",http://www.youtube.com/watch?v=QZ0NcMxZEgg
אני 10 - מצגת לשיפור החינוך בישראל,ch-001-excelling-in-math-with-the-help-of-ani-10,,,2771,מצגת-על-אני-10-לשיפור-החינוך-בישראל,"מצגת על ""אני 10"" - לשיפור החינוך בישראל",http://www.youtube.com/watch?v=QZ0NcMxZEgg
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-daled,,,2776,כיתה-ד-השוואת-שברים,כיתה ד - תרגילי השוואת שברים,
דפי תירגול עצמי בחשבון להורדה,ch-020-exercises-heshbon-daled,,,2780,כיתה-ד-פתרונות-לתרגילי-השוואת-ש,כיתה ד - פתרונות לתרגילי השוואת שברים,
